"ID","population.code","area","weight","Na23_NIES","Mg24_NIES","Cu63_NIES","Zn64_NIES","Rb85_612","Sr88_NIES","Ba138_NIES","Pb208_NIES"
"7352","GL","core","76.658",8.03852170459681,"3.26461371654205",-1.30933331998376,-1.96611285637283,-2.04022082852655,7.53329790960492,"1.66392609771817",-6.26590139280974
"7353","GL","core","29.74",8.05376628802012,"3.0878555624298",-0.994252273343867,-2.40794560865187,-2.41911890925,7.60501897505392,"1.09192330051731",-6.81244509917781
"7354","GL","core","28.21",8.00844540744521,"3.19622113430339",-1.66073120682165,-1.72036947314138,-2.68824757380603,7.28223870637046,"0.593326845277734",-6.99113688792119
"7356","GL","core","19.02",8.03926061095227,"3.44808096756101",-1.12085789761543,-1.89711998488588,-2.57702193869581,7.34497096040312,"0.900161349944271",-7.00206595845338
"7357","GL","core","47.439",8.00148232090692,"3.10324048126928",-0.891598119283784,-1.56064774826467,-2.39689577246529,7.66213865901266,"3.56558123776944",-7.15621663828064
"7359","GL","core","21.531",8.09391130291206,"3.34073941262504",-1.46967597005894,-1.34707364796661,-2.47693848013882,7.66027453254078,"2.75556971707019",-6.94857727350239
"7360","GL","core","30.485",8.05853614553208,"3.5720646995221",-1.09661428600544,-1.83258146374831,-2.84731226843572,7.38643986941571,"1.37371557891303",-5.42615073805792
"7361","GL","core","43.564",7.99880571544296,"3.13679771383259",-0.867500567704723,-2.30258509299405,-2.71810053695571,7.49554194388426,"1.50629715351459",-6.50229017087397
"7362","GL","core","44.256",8.0666344784369,"3.34849959266171",-1.6094379124341,-2.04022082852655,-2.64507540194082,7.56059075147022,"2.99972429482353",-5.7138328105097
"7363","GL","core","28.721",8.04648531424614,"3.28503802712187",0.542324290825362,-1.66073120682165,-2.22562405185792,7.71678146145391,"1.32175583998232",-7.41858090274813
"7365","GL","core","22.033",8.06491316705141,"3.56896915744138",1.52169899812609,-1.51412773262978,-1.46967597005894,7.76928988567953,"2.64900766046843",-6.82157758274108
"7366","GL","core","23.203",7.8992091404213,"3.00617753141553",-1.20397280432594,-2.40794560865187,-3.24419363285249,7.63841498380185,"0.76080582903376",-6.92795798629966
"7367","GL","core","32.398",7.94224851407941,"3.27412129909418",-1.00512194558077,-2.04022082852655,-2.79688141480883,7.31531153245431,"2.06178660644112",-6.45667965962192
"7368","GL","core","21.529",7.73247005016908,"2.82375700881418",-2.21640739675299,-1.96611285637283,-3.29683736633791,7.86091781363214,"0.157003748809665",-6.7338019718587
"7369","GL","core","19.494",8.13447636789282,"4.3522115495947",-1.56064774826467,-2.40794560865187,-3.03655426807425,7.74395896886667,"2.37024374146786",-6.16581793425276
"7370","GL","core","26.535",8.12063331377859,"3.37451111639965",-1.07880966137193,-1.56064774826467,-1.97328134585145,7.34376899057907,"1.06125650212434",-6.91780561483564
"7371","GL","core","37.683",8.03611729017668,"3.56671182013973",-1.34707364796661,-1.20397280432594,-2.32278780031156,7.79265441006512,"2.23323501485925",-7.13089883029635
"7372","GL","core","33.763",8.01637730267955,"3.41542896390888",-1.17118298150295,-1.46967597005894,-3.05760767727208,7.68694253163447,"2.88759011493429",-7.10620621770598
"7373","GL","core","56.726",8.07038095092707,"3.32539566824587",-0.941608539858445,-1.96611285637283,-3.19418321227783,7.74062527071684,"1.00430160919687",-6.72543372218818
"7374","GL","core","33.897",8.07093108847532,"3.71552138506036",-0.82098055206983,-1.77195684193188,0.559615787935423,7.56725260032713,"-2.04022082852655",-6.21460809842219
"7375","GL","core","44.517",7.84599143875379,"2.93651291389402",-1.41881755282545,-1.89711998488588,-3.12356564506388,7.58997294944936,"1.56024766824333",-6.64539101451465
"7376","GL","core","46.093",8.07077795557911,"3.14242665270479",-1.66073120682165,-2.40794560865187,-2.30258509299405,7.46168062128443,"1.50185270175416",-6.63012354238386
"7377","GL","core","40.904",7.98765015129961,"3.51986891137965",-1.13943428318836,-1.42711635564015,-2.70306265959117,7.68182324313256,"1.07840958135059",-7.23625934595417
"7378","GL","core","45.288",8.00698737552965,"3.95162826002051",-1.42711635564015,-1.27296567581289,-2.64507540194082,7.6798846050183,"3.66688943622232",-7.35404238161056
"7380","GL","core","32.287",8.10553393914475,"3.13723183582769",-1.42711635564015,-2.04022082852655,-2.95651156040071,7.52287605110369,"2.71866038021423",-6.26590139280974
"7381","GL","core","43.086",8.02212608081681,"3.52753630370517",-1.30933331998376,-1.6094379124341,-2.74887219562247,7.5375578920248,"1.34807314829969",-7.45248245442381
"7382","GL","core","16.365",8.04873077389333,"3.12015985192904",-1.10866262452161,-2.40794560865187,2.31055326264322,7.46572399695652,"1.19392246847243",-6.37712702791997
"4053","NT","core","14.831",8.07207415633123,"3.25694202567466",-1.23787435600162,-1.30933331998376,-2.43041846450393,7.65969481554897,"0.553885113226438",-6.16581793425276
"4054","NT","core","19.971",8.19056236882588,"3.08694315360738",-1.07880966137193,-1.51412773262978,-2.17155683058764,7.32824692110692,"0.966983846189673",-5.9522438339547
"4055","NT","core","19.941",8.14604544852132,"3.08831145484708",-1.07880966137193,-1.46967597005894,-2.45340798272863,7.59877018786573,"0.56531380905006",-6.07484615604703
"4056","NT","core","17.854",8.27965401856826,"3.25231060095444",-1.46967597005894,-2.65926003693278,-2.1803674602698,7.74774363275403,"2.22354188565359",-6.37712702791997
"4058","NT","core","19.99",8.05037488364324,"3.15102515796003",-1.64506509007725,-2.65926003693278,-2.21640739675299,7.49689103345355,"1.41585316336144",-6.33114191467814
"4061","NT","core","16.353",8.00034949532468,"2.99723114967773",-1.46967597005894,-2.12026353620009,-2.3538783873816,7.5528355337727,"1.30562645805244",-6.07484615604703
"4063","NT","core","14.925",8.08824551332077,"3.30431930668567",-1.46967597005894,-2.30258509299405,-2.40794560865187,7.53321766072635,"0.966983846189673",-6.20962055691115
"4064","NT","core","14.95",8.00617754959796,"3.01209762764026",-1.46967597005894,-2.20727491318972,-2.41911890925,7.62906222533594,"2.39607543608138",-6.07484615604703
"4066","NT","core","13.64",8.10579049064132,"3.10906095886099",-1.34707364796661,-1.96611285637283,-2.55104645229255,7.90097742192382,"3.71430350645409",-6.57128304236092
"4067","NT","core","15.373",8.16327729494601,"3.20558793054127",-1.38629436111989,-2.20727491318972,-2.47693848013882,7.65039237882579,"1.52822785700856",-6.21460809842219
"4068","NT","core","21.43",8.182536904959,"3.24454357161678",-1.07880966137193,-1.07880966137193,-2.50103603171788,7.52423197618995,"2.21266038546606",-6.37712702791997
"4069","NT","core","10.986",8.13436785856165,"3.02916704964023",-1.10866262452161,-1.46967597005894,-2.40794560865187,7.69846011188689,"0.625938430866495",-6.17538738526891
"4070","NT","core","14.728",7.89199994283245,"2.94443897916644",-1.13943428318836,-0.544727175441672,-2.44184716032755,7.62053350349123,"0.476234178996372",-6.18991548583182
"4071","NT","core","19.15",8.01532400541534,"3.1929424428417",-1.10866262452161,-0.446287102628419,-2.37515578582888,7.67004598634662,"0.712949807856125",-6.37712702791997
"4072","NT","core","15.695",8.12725393114789,"3.33896730512602",-0.843970070294529,-0.623621117911335,-2.36446049671213,7.7750994344551,"2.25654115449264",-6.21460809842219
"4073","NT","core","16.448",8.04745832605025,"2.99773027621666",-1.38629436111989,-2.40794560865187,-2.37515578582888,7.54031346209109,"0.924258901523332",-6.07484615604703
"4074","NT","core","12.425",8.03570628094908,"2.9704144655697",-0.7339691750802,-0.478035800943,-2.2730262907525,7.79835479983243,"1.52388002407245",-5.96384938007501
"4075","NT","core","15.448",8.16098099753504,"3.2861605716738",-1.30933331998376,-1.83258146374831,-2.43041846450393,7.56135569323925,"1.04380405217311",-6.26590139280974
"4076","NT","core","15.137",8.20182743758443,"3.22525543183224",-0.82098055206983,-0.342490308946776,-2.3434070875143,7.34823354292731,"0.928219302739429",-5.91450350597185
"4078","NT","core","20.493",8.07480161635816,"3.16674007044767",-0.867500567704723,-0.471604910612709,-2.46510402249182,7.75080842903375,"0.974559639998131",-6.16106733149416
"4079","NT","core","17.393",8.16550863191272,"3.28353933819392",-0.967584026261706,-0.505838082254952,-2.18925640768704,7.48816479954521,"2.30358459332713",-6.03228654162824
"4081","NT","core","24.639",8.08734829678253,"3.18262669219308",-1.13943428318836,-0.75928698306449,-2.37515578582888,7.41939856836846,"1.39871688111845",-4.66704558970618
"4084","NT","core","12.787",7.43321135384227,"na",-1.13943428318836,-0.616186139423817,-2.41911890925,5.40976929184218,"-1.29462717259407",-6.31996861408002
"4086","NT","core","14.199",8.04342568767351,"3.46667296362107",-1.02165124753198,-0.415515443961666,-2.3538783873816,7.59971675687442,"-0.22314355131421",-6.07050775444843
"4087","NT","core","18.025",8.11605271857815,"3.6765538044233",-1.07880966137193,-0.636766847123838,-2.33304430047875,7.51037034657419,"1.52388002407245",-6.4377516497364
"4092","NT","core","14.919",8.16272438359724,"3.43752931090955",-1.17118298150295,-0.562118918153541,-2.21640739675299,7.62950935255108,"2.26592110862245",-6.37712702791997
"3275","NA","core","37.716",8.11307018229019,"3.38676033386439",-1.62455155024415,-1.66073120682165,-2.16282315061889,7.41453673611904,"0.350656871613169",-5.99146454710798
"3277","NA","core","31.232",7.89633318350308,"2.75747508442973",-1.56542102701733,-2.81341071676004,-2.28278246569787,7.81366026522387,"1.18478998490916",-6.4377516497364
"3280","NA","core","21.593",8.16775485708487,"3.28053520525493",-1.27296567581289,-0.544727175441672,-2.43041846450393,7.75082564466382,"3.49468772474949",-6.50229017087397
"3281","NA","core","37.589",8.15220089687175,"3.20274644293832",-1.02165124753198,-1.27296567581289,-2.3434070875143,7.45134040253074,"0.932164081030445",-6.26590139280974
"3282","NA","core","22.172",8.10958278379775,"3.66176516162236",-1.30933331998376,-1.96611285637283,-2.40794560865187,7.09642332083496,"0.398776119957368",-6.22465843427569
"3283","NA","core","15.587",8.04336465653637,"3.12192429879175",-1.51868354916564,-2.52572864430826,-2.40794560865187,7.60086745892957,"1.86408013080768",-6.37712702791997
"3284","NA","core","17.79",8.09247492502614,"3.15742586255198",-1.30933331998376,-0.941608539858445,-2.40794560865187,7.44084520352075,"0.27002713721306",-6.13764705728606
"3285","NA","core","20.669",8.24192968833793,"3.06572464537403",-1.30933331998376,-1.89711998488588,-2.45340798272863,7.55850109347092,"0.703097511413113",-6.37126190846757
"3287","NA","core","23.073",8.06357931340136,"3.16589690007731",-1.34707364796661,-1.6094379124341,-2.45340798272863,7.38183185251787,"0.974559639998131",-3.2188758248682
"3288","NA","core","59.815",8.06253048614909,"3.46979017312777",-1.66073120682165,-2.12026353620009,-2.5133061243097,7.60164218587708,"-0.0943106794712413",-6.37712702791997
"3289","NA","core","17.248",8.11771810724028,"3.20111910327894",-1.34707364796661,-1.89711998488588,-2.3434070875143,7.45112553422385,"1.17248213723457",-6.19971948592844
"3290","NA","core","28.022",8.10620988602416,"3.11484775444415",-1.46967597005894,-2.12026353620009,-2.44184716032755,7.62714996022815,"0.494696241836107",-6.26590139280974
"3291","NA","core","27.128",8.10671051634627,"3.2801590532851",-1.61445045425764,-2.04022082852655,-2.40794560865187,7.50092741616059,"1.51072193949494",-5.52146091786225
"3292","NA","core","26.424",8.16643783495359,"3.27525615830431",-0.941608539858445,-0.415515443961666,-2.47693848013882,7.5516176730672,"1.64093657949347",-5.91450350597185
"3293","NA","core","31.178",8.20003561991977,"3.2236643416",-1.02165124753198,-1.46967597005894,-2.37515578582888,7.44626416084807,"1.29198368164865",-5.77635316749104
"3294","NA","core","21.471",8.08761877556235,"3.32251485962769",-1.04982212449868,-0.588787165235702,-2.25379492882461,7.43224709351194,"0.60431596685333",-6.28717879125703
"3295","NA","core","20.386",8.09059535181537,"3.86828008248023",-1.02165124753198,-0.689155159290408,-2.1119647333854,7.5903519986469,"1.15373158788919",-5.91450350597185
"3296","NA","core","33.182",8.11675741499067,"3.18138162044062",-1.02165124753198,-0.669430653942629,-2.28278246569787,7.65347593414915,"1.56234630490025",-5.9522438339547
