Code,Long,Lat,MDS1,MDS2,jCartx,jCarty
GSA22_30,25.73539571,40.57023564,970.06068229102,-186.740193667832,972.813443327178,-188.319951743457
GSA22_31,25.73539571,40.57023564,970.06068229102,-186.740193667832,968.200889603462,-186.429933450568
GSA22_32,25.73539571,40.57023564,970.06068229102,-186.740193667832,971.850548714068,-187.954207435447
GSA22_33,25.73539571,40.57023564,970.06068229102,-186.740193667832,979.05366855659,-185.831592423665
GSA22_34,25.73539571,40.57023564,970.06068229102,-186.740193667832,963.609095826041,-188.847295734855
GSA22_35,25.73539571,40.57023564,970.06068229102,-186.740193667832,971.898016568687,-185.035494429442
GSA22_36,25.73539571,40.57023564,970.06068229102,-186.740193667832,968.366689358879,-186.496444058987
GSA22_37,25.73539571,40.57023564,970.06068229102,-186.740193667832,969.30508588836,-186.254244639549
GSA22_38,25.73539571,40.57023564,970.06068229102,-186.740193667832,971.938144433912,-186.309418048906
GSA22_39,25.73539571,40.57023564,970.06068229102,-186.740193667832,972.577649250295,-187.602258012268
GSA22_40,25.73539571,40.57023564,970.06068229102,-186.740193667832,961.452863986273,-186.757847044441
GSA24_1,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1642.62616888885,-586.343344585191
GSA24_2,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1649.59886054234,-588.026281507279
GSA24_3,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1640.81703138859,-584.833863976564
GSA24_4,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1638.53097337824,-584.7092053007
GSA24_5,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1643.75514357355,-588.197804882344
GSA24_6,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1643.34217587993,-584.824870996888
GSA24_7,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1643.51819695816,-585.761150610786
GSA24_8,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1650.69114624732,-583.903015440296
GSA24_9,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1639.17756594573,-585.742239467021
GSA24_10,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1648.74122052272,-585.141940008442
GSA24_11,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1651.51800533873,-585.231505919959
GSA24_12,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1644.82363934969,-587.974645560573
GSA24_13,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1639.46512677115,-585.225263532217
GSA24_14,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1650.5104386427,-586.348053893786
GSA24_15,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1643.89483735156,-587.808966816183
GSA24_16,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1649.94433996645,-585.062616481971
GSA24_17,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1650.87320736968,-584.169729242067
GSA24_18,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1640.7959224951,-586.7569330949
GSA24_19,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1649.72028824636,-583.963177454438
GSA24_20,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1650.68390440629,-586.560492028262
GSA24_21,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1635.35797962626,-587.657572302188
GSA24_22,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1643.74769571093,-585.897106474977
GSA24_23,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1651.22905513351,-587.424004309591
GSA24_24,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1640.32830299237,-586.190334609117
GSA24_25,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1649.69304209431,-583.860545178469
GSA24_26,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1644.57896192078,-585.686206656661
GSA24_27,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1646.28526602895,-585.618778244372
GSA24_28,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1652.49486400024,-588.386644612219
GSA24_29,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1637.39485476953,-584.463013509255
GSA24_30,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1641.50852386658,-584.312168778818
GSA24_31,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1640.84067307957,-586.123514798995
GSA24_32,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1642.15333323986,-586.38194853213
GSA24_33,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1634.370825523,-584.796869230982
GSA24_34,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1634.46174646304,-588.1517870627
GSA24_35,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1638.4224597408,-588.216837178137
GSA24_36,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1652.36257336759,-585.101015306975
GSA24_37,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1643.79564580345,-585.007461265813
GSA24_38,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1644.11251387936,-586.847383014451
GSA24_39,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1644.92379326583,-587.202680537443
GSA24_40,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1645.53994399034,-587.218243434991
GSA24_41,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1638.11435218793,-586.936872835051
GSA24_42,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1644.04297214565,-587.13154247139
GSA24_43,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1648.42927098633,-584.646849948134
GSA24_44,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1634.35550386985,-586.709545474466
GSA24_45,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1648.40011097551,-584.264262923192
GSA24_46,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1646.00679857419,-585.936226596277
GSA24_47,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1634.45581143037,-586.299891878258
GSA24_48,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1650.27971417927,-586.34084885564
GSA24_49,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1647.20390086365,-585.422058194469
GSA24_50,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1645.01819322039,-586.986512267183
GSA24_51,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1650.81541345925,-585.885896212574
GSA24_52,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1650.20138619659,-586.982642912458
GSA24_53,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1650.54365110551,-586.032591105219
GSA24_54,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1641.48125750651,-583.724262299355
GSA24_55,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1651.27057192442,-586.75666717064
GSA24_56,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1640.71592951179,-585.737439645048
GSA24_57,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1646.39861354814,-584.889949016239
GSA24_58,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1636.78776807827,-585.798771809753
GSA24_59,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1648.04697035425,-586.02328195345
GSA24_60,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1634.73137700097,-585.946813463013
GSA24_61,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1647.94555982635,-588.487694304403
GSA24_62,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1637.486928835,-588.480125030096
GSA24_63,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1640.83323352379,-588.035922195729
GSA24_64,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1635.27550834329,-584.911123776775
GSA24_65,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1646.11164034908,-585.980935276638
GSA24_66,35.28635558,36.44044184,1643.42000223496,-586.089273555543,1647.63563277596,-587.446227926727
